,exchangetoken,tradingsymbol,symbolname,description,expiry,strikeprice,ticksize,lotsize,optiontype,series,assettype,exchange,isin,qtyunits,prcunits,prcqtn,multiplier,asmgsmflag,asmgsmmsg
91837,1164148_BFO,SENSEX24D1376000PE,SENSEX,SENSEX24D1376000PE,13/DEC/24,76000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91840,1149135_BFO,SENSEX24N1477800PE,SENSEX,SENSEX24N1477800PE,14/NOV/24,77800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91842,1126312_BFO,SENSEX24NOV83700CE,SENSEX,SENSEX24NOV83700CE,29/NOV/24,83700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91844,1136074_BFO,SENSEX24O3180600CE,SENSEX,SENSEX24O3180600CE,31/OCT/24,80600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91846,1148168_BFO,SENSEX24N1479200PE,SENSEX,SENSEX24N1479200PE,14/NOV/24,79200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91847,1148281_BFO,SENSEX24N1479600PE,SENSEX,SENSEX24N1479600PE,14/NOV/24,79600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91848,1162343_BFO,SENSEX24DEC76500PE,SENSEX,SENSEX24DEC76500PE,27/DEC/24,76500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91850,1138206_BFO,SENSEX28DEC77000CE,SENSEX,SENSEX28DEC77000CE,29/DEC/28,77000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91851,1162530_BFO,SENSEX24D0677100PE,SENSEX,SENSEX24D0677100PE,06/DEC/24,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91852,1126184_BFO,SENSEX24NOV82600CE,SENSEX,SENSEX24NOV82600CE,29/NOV/24,82600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91853,1138789_BFO,SENSEX24DEC86100CE,SENSEX,SENSEX24DEC86100CE,27/DEC/24,86100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91857,865928_BFO,SENSEX25JUN75000PE,SENSEX,SENSEX25JUN75000PE,27/JUN/25,75000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91858,1139768_BFO,SENSEX24N0887000PE,SENSEX,SENSEX24N0887000PE,08/NOV/24,87000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91860,1164758_BFO,SENSEX24D1383100CE,SENSEX,SENSEX24D1383100CE,13/DEC/24,83100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91862,1136061_BFO,SENSEX24O3180300PE,SENSEX,SENSEX24O3180300PE,31/OCT/24,80300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91866,1164684_BFO,SENSEX24N1475500CE,SENSEX,SENSEX24N1475500CE,14/NOV/24,75500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91868,1164846_BFO,SENSEX24D1377100PE,SENSEX,SENSEX24D1377100PE,13/DEC/24,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91869,1136126_BFO,SENSEX24O3179800PE,SENSEX,SENSEX24O3179800PE,31/OCT/24,79800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91874,1140169_BFO,SENSEX24N0888000PE,SENSEX,SENSEX24N0888000PE,08/NOV/24,88000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91876,1146226_BFO,SENSEX24N1483200PE,SENSEX,SENSEX24N1483200PE,14/NOV/24,83200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91877,1127039_BFO,SENSEX26JUN88000PE,SENSEX,SENSEX26JUN88000PE,26/JUN/26,88000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91879,1161375_BFO,SENSEX24D0683600PE,SENSEX,SENSEX24D0683600PE,06/DEC/24,83600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91880,1162906_BFO,SENSEX24NOV76800CE,SENSEX,SENSEX24NOV76800CE,29/NOV/24,76800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91881,1165386_BFO,SENSEX25JAN84000CE,SENSEX,SENSEX25JAN84000CE,31/JAN/25,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91886,1150911_BFO,SENSEX24N2277200CE,SENSEX,SENSEX24N2277200CE,22/NOV/24,77200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91887,1164772_BFO,SENSEX24D1377800PE,SENSEX,SENSEX24D1377800PE,13/DEC/24,77800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91888,1126623_BFO,SENSEX24NOV80600PE,SENSEX,SENSEX24NOV80600PE,29/NOV/24,80600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91890,843257_BFO,SENSEX24DEC81000CE,SENSEX,SENSEX24DEC81000CE,27/DEC/24,81000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91892,1165176_BFO,SENSEX24D1383700PE,SENSEX,SENSEX24D1383700PE,13/DEC/24,83700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91893,1163907_BFO,SENSEX25JAN78900PE,SENSEX,SENSEX25JAN78900PE,31/JAN/25,78900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91897,1141214_BFO,SENSEX24N0881700PE,SENSEX,SENSEX24N0881700PE,08/NOV/24,81700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91901,1135933_BFO,SENSEX24O3181900CE,SENSEX,SENSEX24O3181900CE,31/OCT/24,81900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91902,842866_BFO,SENSEX28JUN82000PE,SENSEX,SENSEX28JUN82000PE,30/JUN/28,82000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91903,1136297_BFO,SENSEX24O3185300CE,SENSEX,SENSEX24O3185300CE,31/OCT/24,85300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91904,1149469_BFO,SENSEX24DEC77700PE,SENSEX,SENSEX24DEC77700PE,27/DEC/24,77700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91905,1148679_BFO,SENSEX24N0879100PE,SENSEX,SENSEX24N0879100PE,08/NOV/24,79100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91906,1140809_BFO,SENSEX24N0888100CE,SENSEX,SENSEX24N0888100CE,08/NOV/24,88100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91910,1141101_BFO,SENSEX24N0887800PE,SENSEX,SENSEX24N0887800PE,08/NOV/24,87800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91911,1142251_BFO,SENSEX24N0888700CE,SENSEX,SENSEX24N0888700CE,08/NOV/24,88700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91912,1161341_BFO,SENSEX24D0681000CE,SENSEX,SENSEX24D0681000CE,06/DEC/24,81000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91913,1148991_BFO,SENSEX24N0878500CE,SENSEX,SENSEX24N0878500CE,08/NOV/24,78500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91915,1144370_BFO,SENSEX24N0889400CE,SENSEX,SENSEX24N0889400CE,08/NOV/24,89400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91916,1161441_BFO,SENSEX24D0678700PE,SENSEX,SENSEX24D0678700PE,06/DEC/24,78700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91922,1161129_BFO,SENSEX24D0680800CE,SENSEX,SENSEX24D0680800CE,06/DEC/24,80800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91925,1164983_BFO,SENSEX24D1378500PE,SENSEX,SENSEX24D1378500PE,13/DEC/24,78500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91928,1148965_BFO,SENSEX24N1479400CE,SENSEX,SENSEX24N1479400CE,14/NOV/24,79400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91929,1148233_BFO,SENSEX24DEC78700PE,SENSEX,SENSEX24DEC78700PE,27/DEC/24,78700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91933,1141026_BFO,SENSEX24N0881800PE,SENSEX,SENSEX24N0881800PE,08/NOV/24,81800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91934,1164162_BFO,SENSEX24D1377800CE,SENSEX,SENSEX24D1377800CE,13/DEC/24,77800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91935,1148891_BFO,SENSEX24N1480200PE,SENSEX,SENSEX24N1480200PE,14/NOV/24,80200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91936,1161317_BFO,SENSEX24D0681700CE,SENSEX,SENSEX24D0681700CE,06/DEC/24,81700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91937,1136397_BFO,SENSEX24O3180700PE,SENSEX,SENSEX24O3180700PE,31/OCT/24,80700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91938,1149347_BFO,SENSEX24O3177700CE,SENSEX,SENSEX24O3177700CE,31/OCT/24,77700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91940,1163845_BFO,SENSEX24D1381900PE,SENSEX,SENSEX24D1381900PE,13/DEC/24,81900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91942,1126324_BFO,SENSEX24NOV84500PE,SENSEX,SENSEX24NOV84500PE,29/NOV/24,84500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91945,1150511_BFO,SENSEX24N0877200CE,SENSEX,SENSEX24N0877200CE,08/NOV/24,77200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91946,1161488_BFO,SENSEX24D0683100PE,SENSEX,SENSEX24D0683100PE,06/DEC/24,83100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91948,1136249_BFO,SENSEX24O3186200CE,SENSEX,SENSEX24O3186200CE,31/OCT/24,86200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91950,1149694_BFO,SENSEX24N1478200CE,SENSEX,SENSEX24N1478200CE,14/NOV/24,78200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91952,1149523_BFO,SENSEX24N2280400PE,SENSEX,SENSEX24N2280400PE,22/NOV/24,80400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91953,1138167_BFO,SENSEX24DEC80800PE,SENSEX,SENSEX24DEC80800PE,27/DEC/24,80800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91954,1147091_BFO,SENSEX24N1481500PE,SENSEX,SENSEX24N1481500PE,14/NOV/24,81500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91956,1136013_BFO,SENSEX24O3184700PE,SENSEX,SENSEX24O3184700PE,31/OCT/24,84700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91958,1150024_BFO,SENSEX24N2277200PE,SENSEX,SENSEX24N2277200PE,22/NOV/24,77200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91959,866767_BFO,SENSEX29JUN85000CE,SENSEX,SENSEX29JUN85000CE,29/JUN/29,85000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91961,1163943_BFO,SENSEX25JAN79400CE,SENSEX,SENSEX25JAN79400CE,31/JAN/25,79400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91962,1114077_BFO,SENSEX27JUN77000PE,SENSEX,SENSEX27JUN77000PE,25/JUN/27,77000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91964,1159794_BFO,SENSEX28DEC78000PE,SENSEX,SENSEX28DEC78000PE,29/DEC/28,78000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91965,1138044_BFO,SENSEX24DEC86900CE,SENSEX,SENSEX24DEC86900CE,27/DEC/24,86900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91966,1138118_BFO,SENSEX24DEC85700CE,SENSEX,SENSEX24DEC85700CE,27/DEC/24,85700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91969,1165587_BFO,SENSEX25JAN84100PE,SENSEX,SENSEX25JAN84100PE,31/JAN/25,84100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91975,1126969_BFO,SENSEX24NOV85500CE,SENSEX,SENSEX24NOV85500CE,29/NOV/24,85500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91976,866933_BFO,SENSEX26DEC79000CE,SENSEX,SENSEX26DEC79000CE,25/DEC/26,79000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91977,1126495_BFO,SENSEX24NOV82700PE,SENSEX,SENSEX24NOV82700PE,29/NOV/24,82700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91980,1145213_BFO,SENSEX24DEC89400PE,SENSEX,SENSEX24DEC89400PE,27/DEC/24,89400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91981,852792_BFO,SENSEX25JUN74000CE,SENSEX,SENSEX25JUN74000CE,27/JUN/25,74000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91982,1164547_BFO,SENSEX24D1379600CE,SENSEX,SENSEX24D1379600CE,13/DEC/24,79600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91984,1164373_BFO,SENSEX24D1383000CE,SENSEX,SENSEX24D1383000CE,13/DEC/24,83000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91987,1162889_BFO,SENSEX24D0676700PE,SENSEX,SENSEX24D0676700PE,06/DEC/24,76700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
91989,1126569_BFO,SENSEX24NOV83800CE,SENSEX,SENSEX24NOV83800CE,29/NOV/24,83800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91992,1138478_BFO,SENSEX24DEC82300CE,SENSEX,SENSEX24DEC82300CE,27/DEC/24,82300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
91999,1146238_BFO,SENSEX24N1482000CE,SENSEX,SENSEX24N1482000CE,14/NOV/24,82000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92002,1136359_BFO,SENSEX24O3182400CE,SENSEX,SENSEX24O3182400CE,31/OCT/24,82400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92006,858413_BFO,SENSEX29JUN77000CE,SENSEX,SENSEX29JUN77000CE,29/JUN/29,77000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92007,1161527_BFO,SENSEX24D0680500CE,SENSEX,SENSEX24D0680500CE,06/DEC/24,80500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92010,1146299_BFO,SENSEX24N1488300PE,SENSEX,SENSEX24N1488300PE,14/NOV/24,88300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92011,1162256_BFO,SENSEX24O3176400PE,SENSEX,SENSEX24O3176400PE,31/OCT/24,76400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92013,1150401_BFO,SENSEX24N0877100PE,SENSEX,SENSEX24N0877100PE,08/NOV/24,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92016,885172_BFO,SENSEX25MAR86000CE,SENSEX,SENSEX25MAR86000CE,28/MAR/25,86000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92017,1138565_BFO,SENSEX24DEC83100CE,SENSEX,SENSEX24DEC83100CE,27/DEC/24,83100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92018,1164349_BFO,SENSEX24D1382500PE,SENSEX,SENSEX24D1382500PE,13/DEC/24,82500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92019,1141136_BFO,SENSEX24N0886600CE,SENSEX,SENSEX24N0886600CE,08/NOV/24,86600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92020,1126336_BFO,SENSEX24NOV82500PE,SENSEX,SENSEX24NOV82500PE,29/NOV/24,82500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92021,1162389_BFO,SENSEX24N2276200CE,SENSEX,SENSEX24N2276200CE,22/NOV/24,76200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92023,871843_BFO,SENSEX25MAR75000PE,SENSEX,SENSEX25MAR75000PE,28/MAR/25,75000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92026,1164971_BFO,SENSEX25JAN76300CE,SENSEX,SENSEX25JAN76300CE,31/JAN/25,76300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92028,1136285_BFO,SENSEX24O3185000PE,SENSEX,SENSEX24O3185000PE,31/OCT/24,85000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92030,846353_BFO,SENSEX27JUN83000PE,SENSEX,SENSEX27JUN83000PE,25/JUN/27,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92031,880556_BFO,SENSEX25MAR80000CE,SENSEX,SENSEX25MAR80000CE,28/MAR/25,80000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92033,1151026_BFO,SENSEX24N1477600PE,SENSEX,SENSEX24N1477600PE,14/NOV/24,77600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92037,1146175_BFO,SENSEX24N1485900PE,SENSEX,SENSEX24N1485900PE,14/NOV/24,85900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92038,1126834_BFO,SENSEX24NOV83600PE,SENSEX,SENSEX24NOV83600PE,29/NOV/24,83600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92039,1164723_BFO,SENSEX24O3175500CE,SENSEX,SENSEX24O3175500CE,31/OCT/24,75500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92041,1138642_BFO,SENSEX24DEC80200CE,SENSEX,SENSEX24DEC80200CE,27/DEC/24,80200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92042,1149495_BFO,SENSEX24O3178400CE,SENSEX,SENSEX24O3178400CE,31/OCT/24,78400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92043,1161403_BFO,SENSEX24D0679300CE,SENSEX,SENSEX24D0679300CE,06/DEC/24,79300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92045,1163931_BFO,SENSEX24D1377600CE,SENSEX,SENSEX24D1377600CE,13/DEC/24,77600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92046,1164924_BFO,SENSEX24D1381000CE,SENSEX,SENSEX24D1381000CE,13/DEC/24,81000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92050,1164858_BFO,SENSEX24D1378900CE,SENSEX,SENSEX24D1378900CE,13/DEC/24,78900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92051,1149569_BFO,SENSEX24N2280600PE,SENSEX,SENSEX24N2280600PE,22/NOV/24,80600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92053,1149196_BFO,SENSEX24N0878200CE,SENSEX,SENSEX24N0878200CE,08/NOV/24,78200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92055,1164910_BFO,SENSEX25JAN80900CE,SENSEX,SENSEX25JAN80900CE,31/JAN/25,80900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92059,867236_BFO,SENSEX26JUN79000PE,SENSEX,SENSEX26JUN79000PE,26/JUN/26,79000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92060,1143089_BFO,SENSEX24O3189100CE,SENSEX,SENSEX24O3189100CE,31/OCT/24,89100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92061,1149570_BFO,SENSEX24N2282900PE,SENSEX,SENSEX24N2282900PE,22/NOV/24,82900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92062,1143407_BFO,SENSEX24DEC89800CE,SENSEX,SENSEX24DEC89800CE,27/DEC/24,89800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92063,1161142_BFO,SENSEX24D0683300PE,SENSEX,SENSEX24D0683300PE,06/DEC/24,83300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92064,1149383_BFO,SENSEX24N0878400PE,SENSEX,SENSEX24N0878400PE,08/NOV/24,78400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92065,1164225_BFO,SENSEX24N0875800PE,SENSEX,SENSEX24N0875800PE,08/NOV/24,75800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92068,1146673_BFO,SENSEX24N1485500CE,SENSEX,SENSEX24N1485500CE,14/NOV/24,85500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92069,866856_BFO,SENSEX25MAR85000CE,SENSEX,SENSEX25MAR85000CE,28/MAR/25,85000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92071,867049_BFO,SENSEX25JUN79000PE,SENSEX,SENSEX25JUN79000PE,27/JUN/25,79000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92072,1126733_BFO,SENSEX24NOV82200PE,SENSEX,SENSEX24NOV82200PE,29/NOV/24,82200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92073,1162964_BFO,SENSEX24N2276500CE,SENSEX,SENSEX24N2276500CE,22/NOV/24,76500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92074,1146961_BFO,SENSEX24N1484100CE,SENSEX,SENSEX24N1484100CE,14/NOV/24,84100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92080,1126570_BFO,SENSEX24NOV82300CE,SENSEX,SENSEX24NOV82300CE,29/NOV/24,82300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92084,1161476_BFO,SENSEX24D0680600CE,SENSEX,SENSEX24D0680600CE,06/DEC/24,80600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92086,1126359_BFO,SENSEX24NOV83000CE,SENSEX,SENSEX24NOV83000CE,29/NOV/24,83000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92092,1145512_BFO,SENSEX24N0889800PE,SENSEX,SENSEX24N0889800PE,08/NOV/24,89800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92094,859986_BFO,SENSEX29JUN80000PE,SENSEX,SENSEX29JUN80000PE,29/JUN/29,80000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92096,1164174_BFO,SENSEX25JAN83200PE,SENSEX,SENSEX25JAN83200PE,31/JAN/25,83200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92097,1148953_BFO,SENSEX24N1478700PE,SENSEX,SENSEX24N1478700PE,14/NOV/24,78700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92100,1142950_BFO,SENSEX24O3189000PE,SENSEX,SENSEX24O3189000PE,31/OCT/24,89000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92101,1138319_BFO,SENSEX24DEC85900CE,SENSEX,SENSEX24DEC85900CE,27/DEC/24,85900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92103,1164909_BFO,SENSEX24D1380800CE,SENSEX,SENSEX24D1380800CE,13/DEC/24,80800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92104,1136114_BFO,SENSEX24O3180900PE,SENSEX,SENSEX24O3180900PE,31/OCT/24,80900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92108,1150460_BFO,SENSEX24N1477400PE,SENSEX,SENSEX24N1477400PE,14/NOV/24,77400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92110,1146813_BFO,SENSEX24N1487400PE,SENSEX,SENSEX24N1487400PE,14/NOV/24,87400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92112,1164248_BFO,SENSEX24D1382200PE,SENSEX,SENSEX24D1382200PE,13/DEC/24,82200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92114,1164361_BFO,SENSEX24D1378200PE,SENSEX,SENSEX24D1378200PE,13/DEC/24,78200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92121,1141225_BFO,SENSEX24N0883400PE,SENSEX,SENSEX24N0883400PE,08/NOV/24,83400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92122,1148455_BFO,SENSEX24N1479300PE,SENSEX,SENSEX24N1479300PE,14/NOV/24,79300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92127,1140919_BFO,SENSEX24N0882000CE,SENSEX,SENSEX24N0882000CE,08/NOV/24,82000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92128,846391_BFO,SENSEX25JUN83000PE,SENSEX,SENSEX25JUN83000PE,27/JUN/25,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92131,1140845_BFO,SENSEX24N0880700CE,SENSEX,SENSEX24N0880700CE,08/NOV/24,80700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92137,1163966_BFO,SENSEX24D1380700PE,SENSEX,SENSEX24D1380700PE,13/DEC/24,80700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92141,886562_BFO,SENSEX27DEC76000PE,SENSEX,SENSEX27DEC76000PE,31/DEC/27,76000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92143,1140093_BFO,SENSEX24N0882000PE,SENSEX,SENSEX24N0882000PE,08/NOV/24,82000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92144,1141063_BFO,SENSEX24N0880600CE,SENSEX,SENSEX24N0880600CE,08/NOV/24,80600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92145,843133_BFO,SENSEX25JUN82000CE,SENSEX,SENSEX25JUN82000CE,27/JUN/25,82000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92147,1162843_BFO,SENSEX24NOV76200CE,SENSEX,SENSEX24NOV76200CE,29/NOV/24,76200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92148,1126747_BFO,SENSEX24NOV79400PE,SENSEX,SENSEX24NOV79400PE,29/NOV/24,79400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92150,1164936_BFO,SENSEX25JAN75800PE,SENSEX,SENSEX25JAN75800PE,31/JAN/25,75800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92155,1140782_BFO,SENSEX29JUN90000CE,SENSEX,SENSEX29JUN90000CE,29/JUN/29,90000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92156,846604_BFO,SENSEX25JUN84000PE,SENSEX,SENSEX25JUN84000PE,27/JUN/25,84000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92159,1143021_BFO,SENSEX24DEC89000PE,SENSEX,SENSEX24DEC89000PE,27/DEC/24,89000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
