token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
216,INF192K01AA5,Dividend - Reinvest,JM Medium to Long Duration Fund - (IDCW),Regular,JMIFRD-DR,19.9579,0.02,0.09,1000.00,QUARTERLY,4th November 2024
217,INF192K01882,Growth,JM Liquid Fund - (G),Regular,LFRG-GR,68.1532,0.01,0.02,1000.00,,4th November 2024
218,INF192K01841,Dividend - Payout,JM Liquid Fund - (IDCW-W),Regular,LFRD-DP,11.016,0.01,0.05,1000.00,WEEKLY,4th November 2024
218,INF192K01858,Dividend - Reinvest,JM Liquid Fund - (IDCW-W),Regular,JMLFRD-DR,11.016,0.01,0.05,1000.00,WEEKLY,4th November 2024
223,INF137A01037,Growth,JM Value Fund (G),Regular,BAGP-GR,102.8435,-0.29,-0.28,1000.00,,4th November 2024
235,INF084M01AC6,Dividend - Payout,Aditya Birla SL Balanced Advantage Fund (IDCW),Regular,BS106DP-DP,26.51,-0.06,-0.23,100.00,,4th November 2024
235,INF084M01AD4,Dividend - Payout,Aditya Birla SL Balanced Advantage Fund (IDCW),Regular,BS106D-DP,26.51,-0.06,-0.23,100.00,,4th November 2024
235,INF084M01AD4,Dividend - Reinvest,Aditya Birla SL Balanced Advantage Fund (IDCW),Regular,BS106D-DR,26.51,-0.06,-0.23,100.00,,4th November 2024
236,INF740K01615,Growth,DSP Gilt Fund (G),Regular,DSP60-GR,91.8027,0.12,0.13,100.00,,4th November 2024
237,INF740K01607,Dividend - Payout,DSP Gilt Fund (IDCW),Regular,DSP61-DP,12.1881,0.02,0.15,100.00,HALF YEARLY,4th November 2024
237,INF740K01607,Dividend - Reinvest,DSP Gilt Fund (IDCW),Regular,DS61-DR,12.1881,0.02,0.15,100.00,HALF YEARLY,4th November 2024
237,INF740K01AD5,Dividend - Reinvest,DSP Gilt Fund (IDCW),Regular,DSP395-DR,12.1881,0.02,0.15,100.00,HALF YEARLY,4th November 2024
238,INF740K01714,Growth,DSP Savings Fund (G),Regular,DSP62-GR,50.2181,0.04,0.08,100.00,,4th November 2024
239,INF740K01706,Dividend - Payout,DSP Savings Fund (IDCW),Regular,DSP63-DP,12.236,0.01,0.05,100.00,QUARTERLY,4th November 2024
239,INF740K01706,Dividend - Reinvest,DSP Savings Fund (IDCW),Regular,DS63-DR,12.236,0.01,0.05,100.00,QUARTERLY,4th November 2024
239,INF740K01AJ2,Dividend - Reinvest,DSP Savings Fund (IDCW),Regular,DSP396-DR,12.236,0.01,0.05,100.00,QUARTERLY,4th November 2024
254,INF966L01135,Growth,Quant ELSS Tax Saver Fund - Regular (G),Regular,QUTPGP-GR,379.8814,-3.11,-0.81,500.00,,4th November 2024
255,INF174K01FO3,Growth,Kotak Banking and PSU Debt Fund (G),Regular,K01-GR,61.9804,0.01,0.02,100.00,,4th November 2024
256,INF174K01FP0,Dividend - Payout,Kotak Banking and PSU Debt Fund (IDCW),Regular,KO11-DP,11.6447,0.00,0.04,100.00,MONTHLY,4th November 2024
256,INF174K01FP0,Dividend - Reinvest,Kotak Banking and PSU Debt Fund (IDCW),Regular,K11-DR,11.6447,0.00,0.04,100.00,MONTHLY,4th November 2024
256,INF174K01FQ8,Dividend - Payout,Kotak Banking and PSU Debt Fund (IDCW),Regular,K11DP-DP,11.6447,0.00,0.04,100.00,MONTHLY,4th November 2024
257,INF174K01FI5,Growth,Kotak Gilt - Invest Plan (G),Regular,K02-GR,92.7423,0.10,0.11,100.00,,4th November 2024
258,INF174K01FJ3,Dividend - Payout,Kotak Gilt - Invest Plan (IDCW),Regular,KO12-DP,18.1221,0.02,0.12,100.00,QUARTERLY,4th November 2024
258,INF174K01FJ3,Dividend - Reinvest,Kotak Gilt - Invest Plan (IDCW),Regular,K12-DR,18.1221,0.02,0.12,100.00,QUARTERLY,4th November 2024
258,INF174K01FK1,Dividend - Payout,Kotak Gilt - Invest Plan (IDCW),Regular,K12DP-DP,18.1221,0.02,0.12,100.00,QUARTERLY,4th November 2024
262,INF174K01161,Dividend - Payout,Kotak Bluechip Fund (IDCW),Regular,KO03-DP,70.678,-0.80,-1.12,100.00,INTERIM,4th November 2024
262,INF174K01161,Dividend - Reinvest,Kotak Bluechip Fund (IDCW),Regular,K033U-DR,70.678,-0.80,-1.12,100.00,INTERIM,4th November 2024
262,INF174K01179,Dividend - Payout,Kotak Bluechip Fund (IDCW),Regular,K03DP-DP,70.678,-0.80,-1.12,100.00,INTERIM,4th November 2024
263,INF174K01443,Dividend - Payout,Kotak Equity Hybrid Fund (IDCW),Regular,KO4-DP,35.376,-0.36,-1.02,100.00,INTERIM,4th November 2024
263,INF174K01443,Dividend - Reinvest,Kotak Equity Hybrid Fund (IDCW),Regular,K04MABU99-DR,35.376,-0.36,-1.02,100.00,INTERIM,4th November 2024
263,INF174K01450,Dividend - Payout,Kotak Equity Hybrid Fund (IDCW),Regular,K04DP-DP,35.376,-0.36,-1.02,100.00,INTERIM,4th November 2024
263,INF174K01450,Dividend - Payout,Kotak Equity Hybrid Fund (IDCW),Regular,KO04-DP,35.376,-0.36,-1.02,100.00,INTERIM,4th November 2024
266,INF174K01EM0,Growth,Kotak Bond Fund - Regular (G),Regular,K06-GR,73.208,0.04,0.05,100.00,,4th November 2024
268,INF090I01155,Dividend - Payout,Franklin India Bluechip Fund - (IDCW),Regular,FR006P-DP,49.776,-0.24,-0.49,5000.00,INTERIM,4th November 2024
268,INF090I01163,Dividend - Payout,Franklin India Bluechip Fund - (IDCW),Regular,FTIFIBCF-DP,49.776,-0.24,-0.49,5000.00,INTERIM,4th November 2024
268,INF090I01163,Dividend - Reinvest,Franklin India Bluechip Fund - (IDCW),Regular,FTIFIBCF-DR,49.776,-0.24,-0.49,5000.00,INTERIM,4th November 2024
269,INF090I01726,Dividend - Payout,Franklin India Prima Fund - (IDCW),Regular,FR001P-DP,99.5733,-0.58,-0.58,5000.00,INTERIM,4th November 2024
269,INF090I01734,Dividend - Payout,Franklin India Prima Fund - (IDCW),Regular,F001-DP,99.5733,-0.58,-0.58,5000.00,INTERIM,4th November 2024
269,INF090I01734,Dividend - Reinvest,Franklin India Prima Fund - (IDCW),Regular,F001-DR,99.5733,-0.58,-0.58,5000.00,INTERIM,4th November 2024
270,INF090I01213,Dividend - Payout,Franklin India Flexi Cap Fund - (IDCW),Regular,FR002P-DP,69.8139,-0.62,-0.87,5000.00,INTERIM,4th November 2024
270,INF090I01221,Dividend - Payout,Franklin India Flexi Cap Fund - (IDCW),Regular,FTIFIPP-DP,69.8139,-0.62,-0.87,5000.00,INTERIM,4th November 2024
270,INF090I01221,Dividend - Reinvest,Franklin India Flexi Cap Fund - (IDCW),Regular,FTIFIPP-DR,69.8139,-0.62,-0.87,5000.00,INTERIM,4th November 2024
271,INF090I01742,Growth,Franklin India Technology Fund - (G),Regular,F025-GR,517.5101,-9.64,-1.83,5000.00,,31st October 2024
272,INF090I01759,Dividend - Payout,Franklin India Technology Fund - (IDCW),Regular,FR026P-DP,53.0468,-0.98,-1.82,5000.00,INTERIM,31st October 2024
272,INF090I01767,Dividend - Payout,Franklin India Technology Fund - (IDCW),Regular,F026-DP,53.0468,-0.98,-1.82,5000.00,INTERIM,31st October 2024
272,INF090I01767,Dividend - Reinvest,Franklin India Technology Fund - (IDCW),Regular,F026-DR,53.0468,-0.98,-1.82,5000.00,INTERIM,31st October 2024
273,INF090I01841,Growth,Franklin India Opportunities Fund - (G),Regular,F047-GR,246.1114,-0.97,-0.39,5000.00,,4th November 2024
275,INF090I01DH4,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-A),Regular,FR013P-DP,16.9468,0.01,0.04,10000.00,ANNUAL,4th November 2024
275,INF090I01DI2,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-A),Regular,F013-DP-A,16.9468,0.01,0.04,10000.00,ANNUAL,4th November 2024
275,INF090I01DI2,Dividend - Reinvest,Franklin India Corporate Debt Fund - (IDCW-A),Regular,F013-DR-A,16.9468,0.01,0.04,10000.00,ANNUAL,4th November 2024
276,INF090I01DN2,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-H),Regular,FR041P-DP,12.5242,0.00,0.03,10000.00,HALF YEARLY,4th November 2024
276,INF090I01DO0,Dividend - Payout,Franklin India Corporate Debt Fund - (IDCW-H),Regular,F041-DP-H,12.5242,0.00,0.03,10000.00,HALF YEARLY,4th November 2024
276,INF090I01DO0,Dividend - Reinvest,Franklin India Corporate Debt Fund - (IDCW-H),Regular,F041-DR-H,12.5242,0.00,0.03,10000.00,HALF YEARLY,4th November 2024
279,INF109K01415,Growth,ICICI Pru FMCG Fund - (G),Regular,FMCG,500.94,-2.78,-0.55,5000.00,,31st October 2024
280,INF109K01423,Dividend - Payout,ICICI Pru FMCG Fund - (IDCW),Regular,ICFMCG-DP,92.59,-0.51,-0.55,5000.00,,31st October 2024
280,INF109K01423,Dividend - Reinvest,ICICI Pru FMCG Fund - (IDCW),Regular,ICFMCG-DR,92.59,-0.51,-0.55,5000.00,,31st October 2024
280,INF109K01EO2,Dividend - Payout,ICICI Pru FMCG Fund - (IDCW),Regular,ICICI42P-DP,92.59,-0.51,-0.55,5000.00,,31st October 2024
281,INF109K01480,Growth,ICICI Pru Equity & Debt Fund - (G),Regular,ICICI61-GR,369.69,-2.65,-0.71,5000.00,,4th November 2024
282,INF109K01498,Dividend - Payout,ICICI Pru Equity & Debt Fund - (IDCW-M),Regular,ICICI62-DP,42.65,-0.30,-0.70,5000.00,MONTHLY,4th November 2024
282,INF109K01498,Dividend - Reinvest,ICICI Pru Equity & Debt Fund - (IDCW-M),Regular,ICICI62-DR,42.65,-0.30,-0.70,5000.00,MONTHLY,4th November 2024
282,INF109K01DX5,Dividend - Payout,ICICI Pru Equity & Debt Fund - (IDCW-M),Regular,ICICI62P-DP,42.65,-0.30,-0.70,5000.00,MONTHLY,4th November 2024
283,INF109K01506,Growth,ICICI Pru Technology Fund (G),Regular,TECH,203.0,-3.78,-1.83,5000.00,,31st October 2024
284,INF109K01JR4,Growth,ICICI Pru Gilt Fund (G),Regular,ICICI53-GR,97.1074,0.12,0.12,5000.00,,4th November 2024
285,INF109K01JP8,Dividend - Payout,ICICI Pru Gilt Fund (IDCW),Regular,ICICI54-DP,18.0561,0.03,0.14,5000.00,HALF YEARLY,4th November 2024
285,INF109K01JP8,Dividend - Reinvest,ICICI Pru Gilt Fund (IDCW),Regular,ICICI54-DR,18.0561,0.03,0.14,5000.00,HALF YEARLY,4th November 2024
285,INF109K01JQ6,Dividend - Payout,ICICI Pru Gilt Fund (IDCW),Regular,ICICI54P-DP,18.0561,0.03,0.14,5000.00,HALF YEARLY,4th November 2024
288,INF204K01CP2,Dividend - Payout,Nippon India Income Fund - (IDCW-Q),Regular,RELINF-DP-Q,13.1042,0.01,0.11,10000.00,QUARTERLY,4th November 2024
288,INF204K01CQ0,Dividend - Reinvest,Nippon India Income Fund - (IDCW-Q),Regular,RELINF-DR-Q,13.1042,0.01,0.11,10000.00,QUARTERLY,4th November 2024
289,INF204K01CR8,Dividend - Payout,Nippon India Income Fund - (IDCW-HY),Regular,RELINF-DP-H,12.395,0.02,0.12,5000.00,HALF YEARLY,4th November 2024
289,INF204K01CS6,Dividend - Reinvest,Nippon India Income Fund - (IDCW-HY),Regular,RELINF-DR-H,12.395,0.02,0.12,5000.00,HALF YEARLY,4th November 2024
290,INF204K01CT4,Dividend - Payout,Nippon India Income Fund - (IDCW-A),Regular,RELINF-DP-A,13.3509,0.01,0.08,5000.00,ANNUAL,4th November 2024
290,INF204K01CU2,Dividend - Reinvest,Nippon India Income Fund - (IDCW-A),Regular,RELINF-DR-A,13.3509,0.01,0.08,5000.00,ANNUAL,4th November 2024
291,INF277K01I60,Dividend - Payout,Tata ELSS Tax Saver Fund (IDCW),Regular,TATSFP-DP,102.5586,-0.85,-0.82,500.00,,4th November 2024
291,INF277K01I78,Dividend - Reinvest,Tata ELSS Tax Saver Fund (IDCW),Regular,TATSF-DR,102.5586,-0.85,-0.82,500.00,,4th November 2024
294,INF277K01535,Dividend - Payout,Tata Gilt Securities Fund - Regular (IDCW),Regular,TAGFD-DP,20.6301,0.03,0.15,5000.00,QUARTERLY,4th November 2024
294,INF277K01535,Dividend - Reinvest,Tata Gilt Securities Fund - Regular (IDCW),Regular,GFD-DR,20.6301,0.03,0.15,5000.00,QUARTERLY,4th November 2024
294,INF277K01DN1,Dividend - Payout,Tata Gilt Securities Fund - Regular (IDCW),Regular,GFDP,20.6301,0.03,0.15,5000.00,QUARTERLY,4th November 2024
295,INF277K01519,Growth,Tata Gilt Securities Fund - Regular (G),Regular,GFG-TATA,74.4224,0.09,0.12,5000.00,,4th November 2024
306,INF903J01538,Growth,Sundaram Diversified Equity (G),Regular,SBNP14-GR,211.0713,-1.57,-0.74,500.00,INTERIM,4th November 2024
322,INF917K01AF4,Dividend - Payout,HSBC Corporate Bond Fund - (IDCW-Qtrly),Regular,HS01P-DP,11.0204,0.00,0.00,5000.00,QUARTERLY,4th November 2024
322,INF917K01AG2,Dividend - Payout,HSBC Corporate Bond Fund - (IDCW-Qtrly),Regular,HS01-DP,11.0204,0.00,0.00,5000.00,QUARTERLY,4th November 2024
322,INF917K01AG2,Dividend - Reinvest,HSBC Corporate Bond Fund - (IDCW-Qtrly),Regular,HS01-DR,11.0204,0.00,0.00,5000.00,QUARTERLY,4th November 2024
332,INF200K01LL0,Dividend - Payout,SBI Magnum Ultra Short Duration Fund - (IDCW-W),Regular,SB086-DP,1265.6388,1.00,0.08,5000.00,WEEKLY,4th November 2024
332,INF200K01LL0,Dividend - Reinvest,SBI Magnum Ultra Short Duration Fund - (IDCW-W),Regular,SB086-DR,1265.6388,1.00,0.08,5000.00,WEEKLY,4th November 2024
335,INF200K01404,Dividend - Payout,SBI Consumption Opportunities Fund (IDCW),Regular,033-DP,196.6905,-0.14,-0.07,5000.00,,4th November 2024
335,INF200K01412,Dividend - Payout,SBI Consumption Opportunities Fund (IDCW),Regular,SB033-DP,196.6905,-0.14,-0.07,5000.00,,4th November 2024
335,INF200K01412,Dividend - Reinvest,SBI Consumption Opportunities Fund (IDCW),Regular,033-DR,196.6905,-0.14,-0.07,5000.00,,4th November 2024
336,INF200K01420,Dividend - Payout,SBI Technology Opportunities Fund (IDCW),Regular,034-DP,125.769,-1.88,-1.47,5000.00,,31st October 2024
336,INF200K01438,Dividend - Payout,SBI Technology Opportunities Fund (IDCW),Regular,SB034-DP,125.769,-1.88,-1.47,5000.00,,31st October 2024
336,INF200K01438,Dividend - Reinvest,SBI Technology Opportunities Fund (IDCW),Regular,034-DR,125.769,-1.88,-1.47,5000.00,,31st October 2024
337,INF200K01453,Dividend - Payout,SBI Healthcare Opportunities Fund (IDCW),Regular,035-DP,266.9939,3.90,1.48,5000.00,,31st October 2024
337,INF200K01461,Dividend - Payout,SBI Healthcare Opportunities Fund (IDCW),Regular,SB035-DP,266.9939,3.90,1.48,5000.00,,31st October 2024
337,INF200K01461,Dividend - Reinvest,SBI Healthcare Opportunities Fund (IDCW),Regular,035-DR,266.9939,3.90,1.48,5000.00,,31st October 2024
347,INF767K01683,Dividend - Payout,LIC MF Gilt Fund - Regular (IDCW),Regular,LCGLDP-DP,16.5056,0.03,0.16,10000.00,QUARTERLY,4th November 2024
347,INF767K01691,Dividend - Reinvest,LIC MF Gilt Fund - Regular (IDCW),Regular,LCGLDP-DR,16.5056,0.03,0.16,10000.00,QUARTERLY,4th November 2024
354,INF767K01105,Growth,LIC MF Large Cap Fund (G),Regular,LCGFGP-GR,54.2004,-0.51,-0.93,5000.00,,4th November 2024
356,INF767K01816,Dividend - Payout,LIC MF Conservative Hybrid Fund - Regular (IDCW-M),Regular,LCMIMD-DP,13.1263,0.00,-0.03,5000.00,MONTHLY,4th November 2024
356,INF767K01824,Dividend - Reinvest,LIC MF Conservative Hybrid Fund - Regular (IDCW-M),Regular,LCMIMD-DR,13.1263,0.00,-0.03,5000.00,MONTHLY,4th November 2024
357,INF767K01808,Growth,LIC MF Conservative Hybrid Fund - Regular (G),Regular,LCMIGP-GR,78.8417,-0.01,-0.01,5000.00,,4th November 2024
361,INF767K01030,Growth,LIC MF Aggressive Hybrid Fund - Regular (G),Regular,LCBLGP-GR,191.3503,-0.50,-0.26,5000.00,,4th November 2024
362,INF044D01989,Growth,Taurus Flexi Cap Fund (G),Regular,TMFSSGP-GR,226.52,-1.13,-0.50,500.00,,4th November 2024
362,INF044D01989,Growth,Taurus Flexi Cap Fund (G),Regular,TRSSGP-GR,226.52,-1.13,-0.50,500.00,,4th November 2024
364,INF740K01094,Growth,DSP Equity Opportunities Fund (G),Regular,DSP66-GR,603.642,-3.79,-0.62,100.00,,4th November 2024
365,INF767K01709,Growth,LIC MF Gilt Fund - Regular (G),Regular,LCGLGP-GR,57.2614,0.07,0.12,10000.00,,4th November 2024
366,INF767K01923,Growth,LIC MF Medium to Long Duration Fund-Reg (G),Regular,LCBFGP-GR,68.5778,0.10,0.14,5000.00,,4th November 2024
367,INF767K01907,Dividend - Payout,LIC MF Medium to Long Duration Fund-Reg (IDCW),Regular,LCBFDP-DP,15.0319,0.02,0.15,5000.00,QUARTERLY,4th November 2024
367,INF767K01915,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Reg (IDCW),Regular,LCBFDP-DR,15.0319,0.02,0.15,5000.00,QUARTERLY,4th November 2024
390,INF044D01773,Growth,Taurus Large Cap Fund (G),Regular,TMFBEGP-GR,153.83,-0.72,-0.47,500.00,BONUS,4th November 2024
390,INF044D01773,Growth,Taurus Large Cap Fund (G),Regular,TRBEGP-GR,153.83,-0.72,-0.47,500.00,BONUS,4th November 2024
407,INF789F01679,Dividend - Payout,UTI-Healthcare Fund (IDCW),Regular,UTIPHARMA-DP,219.5748,-0.80,-0.36,5000.00,INTERIM,4th November 2024
407,INF789F01687,Dividend - Reinvest,UTI-Healthcare Fund (IDCW),Regular,UTIPHARMA-DR,219.5748,-0.80,-0.36,5000.00,INTERIM,4th November 2024
413,INF189A01046,Dividend - Payout,UTI-Large & Mid Cap Fund (IDCW),Regular,UTITOP100-DP,85.2873,-0.81,-0.94,5000.00,INTERIM,4th November 2024
413,INF789F01851,Dividend - Reinvest,UTI-Large & Mid Cap Fund (IDCW),Regular,UTITOP100-DR,85.2873,-0.81,-0.94,5000.00,INTERIM,4th November 2024
416,INF189A01053,Dividend - Payout,UTI-Flexi Cap Fund (IDCW),Regular,UTIEQUITY-DP,207.6853,-0.42,-0.20,5000.00,INTERIM,4th November 2024
416,INF789F01505,Dividend - Reinvest,UTI-Flexi Cap Fund (IDCW),Regular,UTIEQUITY-DR,207.6853,-0.42,-0.20,5000.00,INTERIM,4th November 2024
424,INF789F01BF5,Growth,UTI-Money Market Fund (G),Regular,UTIMMGP-GR,6775.3636,5.47,0.08,10000.00,,4th November 2024
435,INF277K01410,Dividend - Payout,Tata Large & Mid Cap Fund - Regular (IDCW),Regular,TAEOD-DP,85.247,-0.32,-0.38,5000.00,INTERIM,4th November 2024
435,INF277K01410,Dividend - Reinvest,Tata Large & Mid Cap Fund - Regular (IDCW),Regular,EOD-DR,85.247,-0.32,-0.38,5000.00,INTERIM,4th November 2024
435,INF277K01DH3,Dividend - Payout,Tata Large & Mid Cap Fund - Regular (IDCW),Regular,EOD-DP,85.247,-0.32,-0.38,5000.00,INTERIM,4th November 2024
436,INF277K01428,Growth,Tata Large & Mid Cap Fund - Regular (G),Regular,EOG,528.8536,-2.02,-0.38,5000.00,,4th November 2024
449,INF767K01956,Growth,LIC MF ELSS Tax Saver - Regular (G),Regular,LCTPGP-GR,149.7863,-0.93,-0.62,500.00,,4th November 2024
456,INF760K01084,Dividend - Payout,Canara Robeco ELSS Tax Saver (IDCW),Regular,CRETDP-DP,50.89,-0.49,-0.95,500.00,INTERIM,4th November 2024
456,INF760K01092,Dividend - Reinvest,Canara Robeco ELSS Tax Saver (IDCW),Regular,CRETDP-DR,50.89,-0.49,-0.95,500.00,INTERIM,4th November 2024
458,INF760K01AB7,Dividend - Payout,Canara Robeco Gilt Fund (IDCW),Regular,CRGLDP-DP,15.4041,0.02,0.16,5000.00,QUARTERLY,4th November 2024
458,INF760K01AC5,Dividend - Reinvest,Canara Robeco Gilt Fund (IDCW),Regular,CRGLDP-DR,15.4041,0.02,0.16,5000.00,QUARTERLY,4th November 2024
466,INF760K01308,Dividend - Payout,Canara Robeco Conservative Hybrid Fund (IDCW-M),Regular,CRMIDP-DP,13.5461,-0.02,-0.18,5000.00,MONTHLY,4th November 2024
466,INF760K01316,Dividend - Reinvest,Canara Robeco Conservative Hybrid Fund (IDCW-M),Regular,CRMIDP-DR,13.5461,-0.02,-0.18,5000.00,MONTHLY,4th November 2024
536,INF917K01AH0,Growth,HSBC Corporate Bond Fund - (Growth),Regular,HS02-GR,69.1616,0.02,0.03,5000.00,QUARTERLY,4th November 2024
547,INF277K01899,Dividend - Payout,Tata Equity Saving Fund - (IDCW-M),Regular,TAIFM-DP,17.3011,-0.01,-0.05,5000.00,MONTHLY,31st October 2024
547,INF277K01899,Dividend - Reinvest,Tata Equity Saving Fund - (IDCW-M),Regular,IFM-DR,17.3011,-0.01,-0.05,5000.00,MONTHLY,31st October 2024
547,INF277K01EE8,Dividend - Payout,Tata Equity Saving Fund - (IDCW-M),Regular,IFM-DP,17.3011,-0.01,-0.05,5000.00,MONTHLY,31st October 2024
550,INF084M01AB8,Growth,Aditya Birla SL Balanced Advantage Fund (G),Regular,BS105G-GR,100.33,-0.25,-0.25,100.00,,4th November 2024
561,INF090I01775,Growth,Franklin India ELSS Tax Saver Fund - Regular (G),Regular,034-GR,1440.7167,-12.76,-0.88,500.00,,4th November 2024
562,INF090I01783,Dividend - Payout,Franklin India ELSS Tax Saver Fund - Regular (IDCW,Regular,F035-DP,70.1069,-0.62,-0.88,500.00,INTERIM,4th November 2024
562,INF090I01791,Dividend - Reinvest,Franklin India ELSS Tax Saver Fund - Regular (IDCW,Regular,F035-DR,70.1069,-0.62,-0.88,500.00,INTERIM,4th November 2024
563,INF179KB1HR5,Growth,HDFC Money Market Fund (G),Regular,HD53N-GR,5438.2418,4.28,0.08,100.00,,4th November 2024
564,INF179K01442,Growth,HDFC Low Duration Fund (G),Regular,54,54.9988,0.04,0.07,100.00,,4th November 2024
571,INF760K01AE1,Growth,Canara Robeco Gilt Fund (G),Regular,CRGLGP-GR,72.4489,0.11,0.15,5000.00,,4th November 2024
572,INF966L01119,Dividend - Payout,Quant ELSS Tax Saver Fund - Regular (IDCW),Regular,QUTPDP-DP,52.7534,-0.44,-0.82,500.00,INTERIM,4th November 2024
573,INF179K01426,Growth,HDFC Capital Builder Value Fund - (G),Regular,62,718.886,-6.02,-0.83,100.00,,4th November 2024
585,INF179KB1IH4,Dividend - Payout,HDFC Money Market Fund (IDCW-W),Regular,HD51N-DP,1063.9771,0.84,0.08,100.00,WEEKLY,4th November 2024
585,INF179KB1II2,Dividend - Reinvest,HDFC Money Market Fund (IDCW-W),Regular,HD51N-DR,1063.9771,0.84,0.08,100.00,WEEKLY,4th November 2024
585,INF179KB1II2,Dividend - Reinvest,HDFC Money Market Fund (IDCW-W),Regular,HD51RN-DR,1063.9771,0.84,0.08,100.00,WEEKLY,4th November 2024
590,INF917K01BP1,Growth,HSBC Gilt Fund (G),Regular,HS44-GR,63.4917,0.09,0.14,5000.00,,4th November 2024
591,INF917K01BN6,Dividend - Payout,HSBC Gilt Fund (IDCW-Q),Regular,HS43P-DP,11.0664,0.02,0.15,5000.00,QUARTERLY,4th November 2024
591,INF917K01BO4,Dividend - Payout,HSBC Gilt Fund (IDCW-Q),Regular,HS43-DP,11.0664,0.02,0.15,5000.00,QUARTERLY,4th November 2024
591,INF917K01BO4,Dividend - Reinvest,HSBC Gilt Fund (IDCW-Q),Regular,HS43-DR,11.0664,0.02,0.15,5000.00,QUARTERLY,4th November 2024
597,INF179K01962,Growth,HDFC Income Fund (G),Regular,IFG-HDFC-DP,55.3487,0.05,0.09,100.00,,4th November 2024
598,INF179K01830,Growth,HDFC Balanced Advantage Fund (G),Regular,GFG-HDFC,499.933,-2.37,-0.47,100.00,,4th November 2024
600,INF194K01IL1,Growth,Bandhan Bond Fund - Income Plan - Reg (G),Regular,IDFCSSG-GR,62.3753,0.07,0.10,1000.00,,4th November 2024
603,INF204K01EJ1,Dividend - Payout,Nippon India Corporate Bond Fund - (IDCW-M),Regular,RELMTF-DP-M,11.6053,0.01,0.05,5000.00,MONTHLY,4th November 2024
603,INF204K01EK9,Dividend - Reinvest,Nippon India Corporate Bond Fund - (IDCW-M),Regular,RELMTF-DR-M,11.6053,0.01,0.05,5000.00,MONTHLY,4th November 2024
604,INF204K01EL7,Dividend - Payout,Nippon India Corporate Bond Fund - (IDCW-Q),Regular,RELMTF-DP-Q,11.9919,0.01,0.10,5000.00,QUARTERLY,4th November 2024
604,INF204K01EM5,Dividend - Reinvest,Nippon India Corporate Bond Fund - (IDCW-Q),Regular,RELMTF-DR-Q,11.9919,0.01,0.10,5000.00,QUARTERLY,4th November 2024
605,INF204K01EF9,Growth,Nippon India Corporate Bond Fund - (G),Regular,RELMTF-GR,56.6813,0.04,0.07,1000.00,,4th November 2024
613,INF194K01IS6,Dividend - Reinvest,Bandhan Bond Fund - Income Plan - Reg (IDCW-Q),Regular,IFSSD-DR,11.9354,0.02,0.13,1000.00,QUARTERLY,4th November 2024
613,INF194K01IT4,Dividend - Payout,Bandhan Bond Fund - Income Plan - Reg (IDCW-Q),Regular,IFSSD-DP,11.9354,0.02,0.13,1000.00,QUARTERLY,4th November 2024
613,INF194K01IT4,Dividend - Reinvest,Bandhan Bond Fund - Income Plan - Reg (IDCW-Q),Regular,IDSSD-DR,11.9354,0.02,0.13,1000.00,QUARTERLY,4th November 2024
614,INF179K01BE2,Growth,HDFC Top 100 Fund (G),Regular,44,1110.474,-10.58,-0.94,100.00,,4th November 2024
615,INF123BSE101,Dividend - Payout,Aditya Birla SL Low Duration Fund (IDCW-W),Regular,BS44N-DP,100.6964,0.07,0.07,100.00,WEEKLY,4th November 2024
615,INF209KA1LQ4,Dividend - Reinvest,Aditya Birla SL Low Duration Fund (IDCW-W),Regular,BS44NRD-DR,100.6964,0.07,0.07,100.00,WEEKLY,4th November 2024
